author,first_commit,last_commit,commit_count,active_years,active_days,monthly_avg,commit_percentage,cumulative_percentage,contributor_type
Pedro Algarvio,2010-10-21,2011-08-31,6,2,314,0.5732484076433121,0.10960906101571063,79.32042382170259,Occasional Contributor
Chris Rebert,2013-07-22,2015-02-06,6,2,564,0.3191489361702128,0.10960906101571063,79.43003288271831,Occasional Contributor
matt swanson,2011-03-13,2011-03-13,6,1,0,inf,0.10960906101571063,79.53964194373403,Occasional Contributor
Aaron Kavlie,2011-03-14,2011-04-27,6,1,44,4.090909090909091,0.10960906101571063,79.64925100474974,Occasional Contributor
Daniel Pope,2019-05-31,2019-05-31,6,1,0,inf,0.10960906101571063,79.75886006576546,Occasional Contributor
Anton Sarukhanov,2016-06-02,2017-05-22,6,2,354,0.5084745762711864,0.10960906101571063,79.86846912678118,Occasional Contributor
Lowell Abbott,2017-05-22,2017-05-25,6,1,3,60.0,0.10960906101571063,79.9780781877969,Occasional Contributor
Hendrik Makait,2017-05-22,2017-05-25,6,1,3,60.0,0.10960906101571063,80.08768724881261,Occasional Contributor
David Baumgold,2019-05-06,2019-05-19,6,1,13,13.846153846153847,0.10960906101571063,80.19729630982833,Occasional Contributor
Anthony Plunkett,2017-05-24,2018-06-13,5,2,385,0.38961038961038963,0.09134088417975886,80.28863719400809,Occasional Contributor
Ori Livneh,2011-06-25,2011-06-25,5,1,0,inf,0.09134088417975886,80.37997807818785,Occasional Contributor
Maxim G. Ivanov,2022-12-21,2023-02-09,5,2,50,3.0,0.09134088417975886,80.4713189623676,Occasional Contributor
max demian,2014-03-15,2014-03-15,5,1,0,inf,0.09134088417975886,80.56265984654736,Occasional Contributor
Adam Zapletal,2010-06-28,2010-06-28,5,1,0,inf,0.09134088417975886,80.65400073072712,Occasional Contributor
Daniel Haaker,2010-10-28,2010-10-29,5,1,1,150.0,0.09134088417975886,80.74534161490688,Occasional Contributor
Max,2012-03-12,2019-04-15,5,2,2590,0.05791505791505792,0.09134088417975886,80.83668249908663,Occasional Contributor
Matt Campbell,2010-06-26,2010-06-26,5,1,0,inf,0.09134088417975886,80.92802338326639,Occasional Contributor
Justin Quick,2010-04-12,2010-07-02,5,1,81,1.8518518518518516,0.09134088417975886,81.01936426744615,Occasional Contributor
Jochen Kupperschmidt,2013-08-11,2019-11-13,5,4,2285,0.06564551422319474,0.09134088417975886,81.11070515162591,Occasional Contributor
RamiC,2016-06-02,2016-06-08,5,1,6,25.0,0.09134088417975886,81.20204603580567,Occasional Contributor
Jimmy McCarthy,2015-06-08,2015-09-14,5,1,98,1.5306122448979593,0.09134088417975886,81.29338691998542,Occasional Contributor
wgwz,2016-12-30,2016-12-31,5,1,1,150.0,0.09134088417975886,81.38472780416518,Occasional Contributor
cerickson,2017-05-22,2017-05-23,4,1,1,120.0,0.07307270734380708,81.45780051150899,Occasional Contributor
Bruce Sutherland,2015-01-21,2015-01-22,4,1,1,120.0,0.07307270734380708,81.5308732188528,Occasional Contributor
FND,2011-12-24,2012-01-31,4,2,38,3.1578947368421053,0.07307270734380708,81.60394592619662,Occasional Contributor
Max Countryman,2012-11-05,2013-01-17,4,2,73,1.643835616438356,0.07307270734380708,81.67701863354043,Occasional Contributor
EtiennePelletier,2019-05-06,2023-04-24,4,2,1449,0.08281573498964803,0.07307270734380708,81.75009134088424,Occasional Contributor
Diggory Blake,2017-03-23,2017-03-31,4,1,8,15.0,0.07307270734380708,81.82316404822805,Occasional Contributor
wilsaj,2011-06-21,2012-03-12,4,2,265,0.4528301886792453,0.07307270734380708,81.89623675557186,Occasional Contributor
Kevin Burke,2012-03-11,2013-08-04,4,2,511,0.23483365949119372,0.07307270734380708,81.96930946291567,Occasional Contributor
Kevin Kirsche,2021-09-14,2022-08-22,4,2,342,0.3508771929824561,0.07307270734380708,82.04238217025949,Occasional Contributor
Dmitry Shevchenko,2012-02-24,2012-04-08,4,1,44,2.7272727272727275,0.07307270734380708,82.1154548776033,Occasional Contributor
Abhijeet Kasurde,2015-10-20,2015-11-01,4,1,12,10.0,0.07307270734380708,82.18852758494711,Occasional Contributor
Leonardo Giordani,2020-06-21,2020-06-23,4,1,2,60.0,0.07307270734380708,82.26160029229092,Occasional Contributor
MikeTheReader,2017-05-22,2017-05-23,4,1,1,120.0,0.07307270734380708,82.33467299963473,Occasional Contributor
Antonio Larrosa,2017-03-23,2017-04-07,4,1,15,8.0,0.07307270734380708,82.40774570697855,Occasional Contributor
Pedro Torcatt,2021-09-22,2022-07-11,4,2,292,0.410958904109589,0.07307270734380708,82.48081841432236,Occasional Contributor
Hyunchel Kim,2016-06-02,2016-07-05,4,1,33,3.6363636363636367,0.07307270734380708,82.55389112166617,Occasional Contributor
Ned Jackson Lovely,2012-03-12,2012-03-12,4,1,0,inf,0.07307270734380708,82.62696382900998,Occasional Contributor
Alex Couper,2013-02-22,2013-02-22,4,1,0,inf,0.07307270734380708,82.70003653635379,Occasional Contributor
Alex Hedges,2021-05-15,2021-05-17,4,1,2,60.0,0.07307270734380708,82.7731092436976,Occasional Contributor
ThomasWaldmann,2011-07-10,2011-09-30,3,1,82,1.097560975609756,0.05480453050785532,82.82791377420546,Occasional Contributor
jackwardell,2020-04-16,2020-07-28,3,1,103,0.8737864077669903,0.05480453050785532,82.88271830471331,Occasional Contributor
Neil Grey,2017-05-22,2017-05-22,3,1,0,inf,0.05480453050785532,82.93752283522116,Occasional Contributor
jgraeme,2010-06-10,2010-08-03,3,1,54,1.6666666666666665,0.05480453050785532,82.99232736572901,Occasional Contributor
Martijn Pieters,2015-03-23,2016-11-01,3,2,589,0.15280135823429541,0.05480453050785532,83.04713189623686,Occasional Contributor
Christopher Grebs,2010-06-27,2010-06-27,3,1,0,inf,0.05480453050785532,83.10193642674471,Occasional Contributor
awsum,2012-01-07,2012-02-21,3,1,45,2.0,0.05480453050785532,83.15674095725257,Occasional Contributor
Sebastien Estienne,2010-04-25,2010-04-25,3,1,0,inf,0.05480453050785532,83.21154548776042,Occasional Contributor
Isaac To,2020-02-06,2020-02-06,3,1,0,inf,0.05480453050785532,83.26635001826827,Occasional Contributor
Alex Vykalyuk,2012-04-21,2012-05-14,3,1,23,3.9130434782608696,0.05480453050785532,83.32115454877612,Occasional Contributor
Sourya Vatsyayan,2015-01-03,2015-01-04,3,1,1,90.0,0.05480453050785532,83.37595907928397,Occasional Contributor
Kiss Gy枚rgy,2015-04-26,2016-06-25,3,2,426,0.2112676056338028,0.05480453050785532,83.43076360979182,Occasional Contributor
Finbarr O'Callaghan,2012-09-06,2012-09-06,3,1,0,inf,0.05480453050785532,83.48556814029968,Occasional Contributor
Paulo Bu,2014-08-28,2014-09-14,3,1,17,5.294117647058824,0.05480453050785532,83.54037267080753,Occasional Contributor
Dilan Coss,2018-05-28,2018-06-11,3,1,14,6.428571428571428,0.05480453050785532,83.59517720131538,Occasional Contributor
Rene A. Zelaya,2017-05-23,2017-05-23,3,1,0,inf,0.05480453050785532,83.64998173182323,Occasional Contributor
Marc Abramowitz,2012-05-27,2014-11-29,3,2,916,0.0982532751091703,0.05480453050785532,83.70478626233108,Occasional Contributor
Dave Shawley,2012-03-01,2012-03-12,3,1,11,8.181818181818182,0.05480453050785532,83.75959079283894,Occasional Contributor
Dave Barker,2016-06-14,2016-06-15,3,1,1,90.0,0.05480453050785532,83.81439532334679,Occasional Contributor
Ronny Pfannschmidt,2010-07-26,2016-05-09,3,3,2114,0.04257332071901608,0.05480453050785532,83.86919985385464,Occasional Contributor
Jarek Pi贸rkowski,2018-11-12,2018-11-13,3,1,1,90.0,0.05480453050785532,83.92400438436249,Occasional Contributor
Jeffrey Finkelstein,2011-06-26,2012-03-08,3,2,256,0.3515625,0.05480453050785532,83.97880891487034,Occasional Contributor
Andrew Arendt,2016-09-08,2017-01-10,3,2,124,0.7258064516129032,0.05480453050785532,84.0336134453782,Occasional Contributor
Georg Brandl,2010-05-30,2010-11-08,3,1,162,0.5555555555555556,0.05480453050785532,84.08841797588605,Occasional Contributor
Paul McMillan,2012-02-26,2012-07-26,3,1,151,0.5960264900662252,0.05480453050785532,84.1432225063939,Occasional Contributor
Zev Averbach,2015-06-26,2016-08-20,3,2,421,0.2137767220902613,0.05480453050785532,84.19802703690175,Occasional Contributor
mvantellingen,2011-01-23,2011-03-11,3,1,47,1.9148936170212765,0.05480453050785532,84.2528315674096,Occasional Contributor
Winston Kouch,2015-03-11,2016-04-05,3,2,391,0.23017902813299235,0.05480453050785532,84.30763609791745,Occasional Contributor
wim glenn,2018-04-26,2018-04-26,3,1,0,inf,0.05480453050785532,84.3624406284253,Occasional Contributor
Yourun-Proger,2021-06-16,2022-07-13,3,2,392,0.22959183673469388,0.05480453050785532,84.41724515893316,Occasional Contributor
Tony Narlock,2012-10-19,2017-06-12,3,2,1697,0.05303476723629935,0.05480453050785532,84.47204968944101,Occasional Contributor
Gabriel Saldanha,2018-06-27,2018-06-29,3,1,2,45.0,0.05480453050785532,84.52685421994886,Occasional Contributor
Zhao Xiaohong,2010-05-13,2010-08-15,3,1,94,0.9574468085106382,0.05480453050785532,84.58165875045671,Occasional Contributor
Micha艂 Bartoszkiewicz,2011-07-12,2011-09-17,3,1,67,1.3432835820895521,0.05480453050785532,84.63646328096456,Occasional Contributor
James Farrington,2016-06-02,2016-06-03,2,1,1,60.0,0.03653635367190354,84.67299963463647,Occasional Contributor
Wang Haowei,2014-12-25,2015-05-20,2,2,146,0.410958904109589,0.03653635367190354,84.70953598830837,Occasional Contributor
Jonathan Como,2014-12-15,2014-12-15,2,1,0,inf,0.03653635367190354,84.74607234198028,Occasional Contributor
"Aaron Hall, MBA",2018-04-30,2018-04-30,2,1,0,inf,0.03653635367190354,84.78260869565219,Occasional Contributor
Kyle Wild,2011-10-23,2011-10-23,2,1,0,inf,0.03653635367190354,84.81914504932409,Occasional Contributor
default-303,2021-05-30,2021-06-19,2,1,20,3.0,0.03653635367190354,84.855681402996,Occasional Contributor
xtreak,2018-12-29,2018-12-31,2,1,2,30.0,0.03653635367190354,84.8922177566679,Occasional Contributor
Stanislav Bushuev,2022-05-02,2022-05-31,2,1,29,2.0689655172413794,0.03653635367190354,84.92875411033981,Occasional Contributor
Torstein Krause Johansen,2015-03-31,2015-03-31,2,1,0,inf,0.03653635367190354,84.96529046401172,Occasional Contributor
dawran6,2016-06-03,2016-08-28,2,1,86,0.6976744186046512,0.03653635367190354,85.00182681768362,Occasional Contributor
Vik,2018-04-27,2018-04-27,2,1,0,inf,0.03653635367190354,85.03836317135553,Occasional Contributor
Pamela Fox,2023-03-31,2023-07-01,2,1,92,0.6521739130434783,0.03653635367190354,85.07489952502743,Occasional Contributor
Jonas Gr枚ger,2015-08-22,2015-08-22,2,1,0,inf,0.03653635367190354,85.11143587869934,Occasional Contributor
ekoka,2012-04-21,2012-04-24,2,1,3,20.0,0.03653635367190354,85.14797223237125,Occasional Contributor
James Saryerwinnie,2012-03-11,2012-03-12,2,1,1,60.0,0.03653635367190354,85.18450858604315,Occasional Contributor
Tery Lim,2016-11-02,2016-11-02,2,1,0,inf,0.03653635367190354,85.22104493971506,Occasional Contributor
Ryan Backman,2016-06-02,2016-06-06,2,1,4,15.0,0.03653635367190354,85.25758129338696,Occasional Contributor
Jonah Lawrence,2022-10-30,2022-10-30,2,1,0,inf,0.03653635367190354,85.29411764705887,Occasional Contributor
Jannis Leidel,2016-05-16,2016-11-15,2,1,183,0.32786885245901637,0.03653635367190354,85.33065400073077,Occasional Contributor
Daniel Quinn,2016-04-08,2016-04-11,2,1,3,20.0,0.03653635367190354,85.36719035440268,Occasional Contributor
Jarek Lipski,2018-09-19,2018-09-19,2,1,0,inf,0.03653635367190354,85.40372670807459,Occasional Contributor
Nick Pope,2018-04-19,2018-04-19,2,1,0,inf,0.03653635367190354,85.44026306174649,Occasional Contributor
Jon S. Stumpf,2019-05-31,2019-05-31,2,1,0,inf,0.03653635367190354,85.4767994154184,Occasional Contributor
Shipeng Feng,2014-06-15,2016-04-02,2,2,657,0.091324200913242,0.03653635367190354,85.5133357690903,Occasional Contributor
chengkang,2018-09-17,2018-09-17,2,1,0,inf,0.03653635367190354,85.54987212276221,Occasional Contributor
Oliver Beattie,2013-09-09,2013-09-09,2,1,0,inf,0.03653635367190354,85.58640847643412,Occasional Contributor
Jim Rollenhagen,2011-11-05,2011-11-05,2,1,0,inf,0.03653635367190354,85.62294483010602,Occasional Contributor
agentultra,2010-09-10,2010-10-06,2,1,26,2.307692307692308,0.03653635367190354,85.65948118377793,Occasional Contributor
Tommaso Allevi,2014-01-11,2014-01-11,2,1,0,inf,0.03653635367190354,85.69601753744983,Occasional Contributor
Fadhel_Chaabane,2018-01-23,2018-01-23,2,1,0,inf,0.03653635367190354,85.73255389112174,Occasional Contributor
Stephane Wirtel,2010-05-18,2010-07-29,2,1,72,0.8333333333333333,0.03653635367190354,85.76909024479365,Occasional Contributor
Justin W. Flory,2018-07-11,2018-07-11,2,1,0,inf,0.03653635367190354,85.80562659846555,Occasional Contributor
Ivan Ivaschenko,2014-09-20,2014-11-02,2,1,43,1.3953488372093024,0.03653635367190354,85.84216295213746,Occasional Contributor
Timo Furrer,2015-10-24,2015-10-24,2,1,0,inf,0.03653635367190354,85.87869930580936,Occasional Contributor
John Moutafis,2017-06-23,2017-06-26,2,1,3,20.0,0.03653635367190354,85.91523565948127,Occasional Contributor
Erik Rose,2012-12-11,2014-04-28,2,2,503,0.11928429423459243,0.03653635367190354,85.95177201315317,Occasional Contributor
Fr茅d茅ric Chapoton,2016-05-20,2016-05-31,2,1,11,5.454545454545455,0.03653635367190354,85.98830836682508,Occasional Contributor
Henry Kobin,2020-10-11,2021-10-25,2,2,379,0.15831134564643798,0.03653635367190354,86.02484472049699,Occasional Contributor
bovarysme,2017-05-23,2017-05-23,2,1,0,inf,0.03653635367190354,86.06138107416889,Occasional Contributor
Douglas Thor,2016-09-24,2018-07-06,2,2,650,0.09230769230769231,0.03653635367190354,86.0979174278408,Occasional Contributor
Abdur-Rahmaan Janhangeer,2019-04-03,2022-11-27,2,2,1334,0.04497751124437781,0.03653635367190354,86.1344537815127,Occasional Contributor
Ed Burnett,2013-03-26,2013-03-26,2,1,0,inf,0.03653635367190354,86.17099013518461,Occasional Contributor
Ond艡ej Nov媒,2017-01-13,2018-09-18,2,2,613,0.09787928221859707,0.03653635367190354,86.20752648885652,Occasional Contributor
Ed Brannin,2017-03-21,2017-03-21,2,1,0,inf,0.03653635367190354,86.24406284252842,Occasional Contributor
Giampaolo Eusebi,2016-06-04,2016-06-04,2,1,0,inf,0.03653635367190354,86.28059919620033,Occasional Contributor
Wouter Van Hemel,2013-09-04,2013-09-06,2,1,2,30.0,0.03653635367190354,86.31713554987223,Occasional Contributor
Aadi Bajpai,2019-07-07,2019-07-08,2,1,1,60.0,0.03653635367190354,86.35367190354414,Occasional Contributor
Ian Connolly,2014-05-11,2014-05-13,2,1,2,30.0,0.03653635367190354,86.39020825721605,Occasional Contributor
Kevin Yap,2014-12-12,2014-12-12,2,1,0,inf,0.03653635367190354,86.42674461088795,Occasional Contributor
cgrinds,2010-04-20,2010-04-21,2,1,1,60.0,0.03653635367190354,86.46328096455986,Occasional Contributor
accraze,2015-12-09,2016-12-19,2,2,376,0.1595744680851064,0.03653635367190354,86.49981731823176,Occasional Contributor
Sean Vieira,2012-04-09,2013-09-03,2,2,512,0.1171875,0.03653635367190354,86.53635367190367,Occasional Contributor
venus,2019-01-12,2019-01-12,2,1,0,inf,0.03653635367190354,86.57289002557557,Occasional Contributor
Daniel Opitz,2018-05-03,2018-05-03,2,1,0,inf,0.03653635367190354,86.60942637924748,Occasional Contributor
Anthony Sottile,2019-07-01,2019-07-01,2,1,0,inf,0.03653635367190354,86.64596273291939,Occasional Contributor
jfinkels,2012-04-01,2012-10-05,2,1,187,0.32085561497326204,0.03653635367190354,86.68249908659129,Occasional Contributor
Martin Michlmayr,2019-02-23,2019-02-24,2,1,1,60.0,0.03653635367190354,86.7190354402632,Occasional Contributor
jphilipsen05,2016-06-02,2016-06-03,2,1,1,60.0,0.03653635367190354,86.7555717939351,Occasional Contributor
Raphael Deem,2016-12-21,2017-01-17,2,2,27,2.2222222222222223,0.03653635367190354,86.79210814760701,Occasional Contributor
Mitchell Peabody,2012-10-16,2012-10-17,2,1,1,60.0,0.03653635367190354,86.82864450127892,Occasional Contributor
Mathias J. Hennig,2015-07-22,2015-07-27,2,1,5,12.0,0.03653635367190354,86.86518085495082,Occasional Contributor
Andrew Plummer,2014-03-26,2014-03-26,2,1,0,inf,0.03653635367190354,86.90171720862273,Occasional Contributor
Camilo,2017-12-14,2017-12-14,2,1,0,inf,0.03653635367190354,86.93825356229463,Occasional Contributor
Matt Dawson,2011-03-14,2012-03-12,2,2,364,0.16483516483516486,0.03653635367190354,86.97478991596654,Occasional Contributor
Bryan Stitt,2014-09-19,2014-09-19,2,1,0,inf,0.03653635367190354,87.01132626963845,Occasional Contributor
Matt Iversen,2014-01-11,2014-02-11,2,1,31,1.935483870967742,0.03653635367190354,87.04786262331035,Occasional Contributor
Bruno Rocha,2018-04-18,2018-08-31,2,1,135,0.4444444444444445,0.03653635367190354,87.08439897698226,Occasional Contributor
Paul Brown,2016-12-30,2016-12-30,2,1,0,inf,0.03653635367190354,87.12093533065416,Occasional Contributor
Matt Robenolt,2016-03-27,2019-01-03,2,2,1012,0.05928853754940711,0.03653635367190354,87.15747168432607,Occasional Contributor
Mikael 脜hl茅n,2013-12-31,2013-12-31,2,1,0,inf,0.03653635367190354,87.19400803799797,Occasional Contributor
Christian Becker,2015-07-15,2015-07-16,2,1,1,60.0,0.03653635367190354,87.23054439166988,Occasional Contributor
laggardkernel,2021-05-12,2021-06-01,2,1,20,3.0,0.03653635367190354,87.26708074534179,Occasional Contributor
lecovi,2022-05-02,2022-05-02,2,1,0,inf,0.03653635367190354,87.30361709901369,Occasional Contributor
Brandon Stafford,2011-08-04,2011-08-05,2,1,1,60.0,0.03653635367190354,87.3401534526856,Occasional Contributor
Mihir Singh,2014-04-16,2014-04-16,2,1,0,inf,0.03653635367190354,87.3766898063575,Occasional Contributor
ongopongo,2020-02-28,2020-08-26,2,1,180,0.33333333333333337,0.03653635367190354,87.41322616002941,Occasional Contributor
Michael Recachinas,2016-10-01,2016-10-12,2,1,11,5.454545454545455,0.03653635367190354,87.44976251370132,Occasional Contributor
BobStevens,2013-06-27,2013-06-27,2,1,0,inf,0.03653635367190354,87.48629886737322,Occasional Contributor
Prachi Shirish Khadke,2016-06-02,2016-06-02,2,1,0,inf,0.03653635367190354,87.52283522104513,Occasional Contributor
Michael Bikovitsky,2013-09-07,2013-09-07,2,1,0,inf,0.03653635367190354,87.55937157471703,Occasional Contributor
Merlin,2010-06-04,2011-06-10,2,2,371,0.16172506738544476,0.03653635367190354,87.59590792838894,Occasional Contributor
Bill Mill,2013-07-31,2014-09-21,2,2,417,0.14388489208633093,0.03653635367190354,87.63244428206085,Occasional Contributor
mattc41190,2020-03-24,2020-03-25,2,1,1,60.0,0.03653635367190354,87.66898063573275,Occasional Contributor
MeViMo,2022-04-08,2022-04-13,2,1,5,12.0,0.03653635367190354,87.70551698940466,Occasional Contributor
Benjamin Dopplinger,2016-05-09,2016-09-19,2,1,133,0.45112781954887216,0.03653635367190354,87.74205334307656,Occasional Contributor
jab,2017-04-07,2019-05-23,2,2,776,0.07731958762886598,0.03653635367190354,87.77858969674847,Occasional Contributor
Ben Rousch,2012-06-12,2012-08-17,2,1,66,0.9090909090909092,0.03653635367190354,87.81512605042037,Occasional Contributor
Christian Stade-Schuldt,2017-05-23,2017-05-24,2,1,1,60.0,0.03653635367190354,87.85166240409228,Occasional Contributor
Aku Kotkavuo,2010-07-28,2010-07-28,2,1,0,inf,0.03653635367190354,87.88819875776419,Occasional Contributor
tristan fisher,2017-06-09,2017-06-09,2,1,0,inf,0.03653635367190354,87.92473511143609,Occasional Contributor
Alex Kahan,2016-10-31,2016-11-03,2,1,3,20.0,0.03653635367190354,87.961271465108,Occasional Contributor
Colin Adams,2018-12-07,2022-02-16,2,2,1167,0.05141388174807198,0.03653635367190354,87.9978078187799,Occasional Contributor
hankhank10,2022-06-23,2022-06-26,2,1,3,20.0,0.03653635367190354,88.03434417245181,Occasional Contributor
Resistor-git,2023-10-28,2023-10-28,2,1,0,inf,0.03653635367190354,88.07088052612372,Occasional Contributor
Clenimar Filemon,2016-10-31,2016-11-01,2,1,1,60.0,0.03653635367190354,88.10741687979562,Occasional Contributor
Christopher Su,2013-09-19,2013-10-22,2,1,33,1.8181818181818183,0.03653635367190354,88.14395323346753,Occasional Contributor
Corey Goldberg,2016-05-03,2016-05-04,2,1,1,60.0,0.03653635367190354,88.18048958713943,Occasional Contributor
Nick Luchsinger,2014-09-27,2014-09-27,2,1,0,inf,0.03653635367190354,88.21702594081134,Occasional Contributor
Alan Hamlett,2015-06-30,2015-06-30,2,1,0,inf,0.03653635367190354,88.25356229448325,Occasional Contributor
Marian Sigler,2010-05-25,2010-05-25,2,1,0,inf,0.03653635367190354,88.29009864815515,Occasional Contributor
Pascal Corpet,2021-05-24,2021-05-31,2,1,7,8.571428571428571,0.03653635367190354,88.32663500182706,Occasional Contributor
Ngalim Siregar,2017-12-03,2017-12-03,2,1,0,inf,0.03653635367190354,88.36317135549896,Occasional Contributor
Mark Slater,2014-06-29,2014-06-29,2,1,0,inf,0.03653635367190354,88.39970770917087,Occasional Contributor
Pedro Louren莽o,2020-11-17,2020-11-17,2,1,0,inf,0.03653635367190354,88.43624406284277,Occasional Contributor
unknown,2010-04-20,2010-04-26,2,1,6,10.0,0.03653635367190354,88.47278041651468,Occasional Contributor
Marat Sharafutdinov,2019-10-14,2021-05-25,2,2,589,0.10186757215619695,0.03653635367190354,88.50931677018659,Occasional Contributor
Prayag Verma,2016-02-08,2016-02-08,1,1,0,inf,0.01826817683595177,88.52758494702253,One-time Contributor
Philipp Rohde,2022-08-09,2022-08-09,1,1,0,inf,0.01826817683595177,88.54585312385848,One-time Contributor
Philippe Ombredanne,2016-11-01,2016-11-01,1,1,0,inf,0.01826817683595177,88.56412130069442,One-time Contributor
Paul Sanders,2020-10-11,2020-10-11,1,1,0,inf,0.01826817683595177,88.58238947753037,One-time Contributor
Suraj Chafle,2018-06-13,2018-06-13,1,1,0,inf,0.01826817683595177,88.60065765436632,One-time Contributor
Philip House,2015-02-01,2015-02-01,1,1,0,inf,0.01826817683595177,88.61892583120226,One-time Contributor
